block,range_m,radial_velocity_mps,angle_deg,doa_cluster_id,n_angle_bins
1594,10.1953125,-0.43272000177242115,-4.5,0.0,4.0
1594,9.62890625,1.22604000502186,-4.5,0.0,4.0
1595,10.1953125,-0.08654400035448424,-6.0,0.0,3.0
1596,10.1953125,-1.0818000044310536,-6.0,0.0,3.0
1596,10.1953125,-0.02704500011077632,-6.0,0.0,3.0
1597,10.1953125,0.6490800026586317,-8.0,0.0,3.0
1597,10.1953125,-0.9195300037663948,-8.0,0.0,3.0
1598,10.1953125,6.923520028358738,-9.0,0.0,3.0
1598,10.1953125,-7.93016446160826e-18,-9.0,0.0,3.0
1599,10.1953125,0.14424000059080705,-10.0,0.0,3.0
1600,10.006510416666666,0.24040000098467842,-11.0,0.0,3.0
1601,10.1953125,0.29749500121853956,-12.0,0.0,3.0
1602,9.345703125,-3.6781200150655797,-13.0,0.0,3.0
1602,10.1953125,0.29749500121853956,-12.5,0.0,4.0
1603,9.62890625,-3.2454000132931586,-14.0,0.0,3.0
1603,10.1953125,0.43272000177242115,-14.0,0.0,3.0
1603,10.1953125,4.543560018610423,-14.0,0.0,3.0
1604,10.1953125,-3.6781200150655797,-16.0,0.0,3.0
1604,10.1953125,0.4759920019496633,-16.0,0.0,3.0
1605,10.1953125,0.4759920019496633,-16.0,0.0,3.0
1606,10.1953125,0.4759920019496633,-18.0,0.0,3.0
1607,10.384114583333334,0.5769600023632282,-19.0,0.0,3.0
1608,10.384114583333334,0.5769600023632282,-19.5,0.0,4.0
1609,10.478515625,0.5048400020678246,-21.0,0.0,3.0
1610,10.438058035714286,0.5254457164379399,-22.0,0.0,3.0
1611,10.76171875,0.5529200022647603,-23.0,0.0,3.0
1612,10.384114583333334,0.7212000029540353,-24.0,0.0,3.0
1613,10.384114583333334,0.7933200032494389,-23.5,0.0,4.0
1614,10.1953125,0.8654400035448423,-24.0,0.0,3.0
1615,10.53515625,0.778896003190358,-25.0,0.0,3.0
1616,10.1953125,0.8654400035448423,-25.0,-1.0,1.0
1620,10.53515625,0.9519840038993266,-27.5,-1.0,2.0
1626,9.0625,-2.884800011816141,-31.5,-1.0,2.0
1626,9.0625,-2.884800011816141,22.0,0.0,3.0
1627,11.89453125,1.0818000044310527,-31.0,-1.0,1.0
1628,11.89453125,1.0818000044310527,-33.0,0.0,3.0
1629,11.044921875,1.0818000044310527,-33.0,0.0,3.0
1630,11.328125,1.1539200047264562,-35.0,0.0,3.0
1631,11.68212890625,1.1088450045418292,-35.5,0.0,4.0
1632,11.89453125,1.1899800048741582,-36.0,0.0,3.0
1633,11.89453125,1.2981600053172635,-36.0,0.0,3.0
1634,11.89453125,1.2981600053172635,-36.5,0.0,4.0
1635,11.89453125,1.2981600053172635,-37.0,0.0,3.0
1636,11.89453125,1.3522500055388162,-38.0,0.0,3.0
1637,12.234375,1.384704005671748,-39.0,0.0,3.0
1638,12.744140625,1.4063400057603688,-38.5,-1.0,2.0
1639,11.89453125,1.5145200062034743,-37.5,-1.0,2.0
1640,11.89453125,1.5145200062034743,-40.0,0.0,3.0
1641,11.89453125,1.5145200062034743,-39.5,0.0,4.0
1642,11.89453125,1.5145200062034743,-41.0,0.0,3.0
1643,11.89453125,1.5145200062034743,-41.0,0.0,3.0
1644,12.744140625,1.5145200062034743,-41.0,0.0,3.0
1645,12.744140625,1.5145200062034743,-42.0,0.0,3.0
1646,12.744140625,1.5145200062034743,-42.0,0.0,3.0
1648,12.744140625,1.7308800070896846,-43.0,0.0,3.0
1649,12.744140625,1.7308800070896846,-43.0,0.0,3.0
1650,13.59375,1.7308800070896846,-44.0,0.0,3.0
1651,12.744140625,1.7308800070896846,-44.5,0.0,4.0
1652,13.59375,1.7308800070896846,-45.0,0.0,3.0
1653,13.59375,1.7308800070896846,-45.5,0.0,4.0
1657,13.59375,1.7308800070896846,-49.0,-1.0,1.0
1698,1.69921875,-1.7308800070896846,2.5,-1.0,2.0
